ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,SourceRecordLocator,TitleRaw,AuthorsRaw,DOIRaw,VenueRaw,YearRaw,VolumeTrackIssueRaw,PublisherRecordURLRaw,RetrievedAt,ExtractionMethod,Notes
MS-RE-2023-MAIN-0011,MSU-RE-2023-MAIN,11,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260783/,User Driven Functionality Deletion for Mobile Apps,Maleknaz Nayebi; Konstantin Kuznetsov; Andreas Zeller; Guenther Ruhe,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260783/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0012,MSU-RE-2023-MAIN,12,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260916/,Mobile Application Privacy Risk Assessments from User-authored Scenarios,Tianjian Huang; Vaishnavi Kaulagi; Mitra Bokaei Hosseini; Travis Breaux,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260916/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0013,MSU-RE-2023-MAIN,13,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260819/,A Requirements-Driven Platform for Validating Field Operations of Small Uncrewed Aerial Vehicles,Ankit Agrawal; Bohan Zhang; Yashaswini Shivalingaiah; Michael Vierhauser; Jane Cleland-Huang,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260819/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0014,MSU-RE-2023-MAIN,14,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260862/,A Comparative Evaluation of Requirement Template Systems,Katharina Großer; Marina Rukavitsyna; Jan Jürjens,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260862/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0015,MSU-RE-2023-MAIN,15,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260912/,ML-Based Compliance Verification of Data Processing Agreements against GDPR,Orlando Amaral; Sallam Abualhaija; Lionel Briand,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260912/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0016,MSU-RE-2023-MAIN,16,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260772/,Synthesized Data Quality Requirements and Roadmap for Improving Reusability of In-Situ Marine Data,Ngoc-Thanh Nguyen; Keila Lima; Astrid Marie Skålvik; Rogardt Heldal; Eric Knauss; Tosin Daniel Oyetoyan; Patrizio Pelliccione; Camilla Sætre,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260772/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0017,MSU-RE-2023-MAIN,17,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260980/,All Eyes on Traceability: An Interview Study on Industry Practices and Eye Tracking Potential,Maike Ahrens; Lukas Nagel,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260980/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0018,MSU-RE-2023-MAIN,18,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260981/,Analysis and optimisation of SPL products using goal models,Inmaculada Ayala; Mercedes Amor; Lidia Fuentes,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260981/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0019,MSU-RE-2023-MAIN,19,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260860/,Zero-shot Learning for Named Entity Recognition in Software Specification Documents,Souvick Das; Novarun Deb; Agostino Cortesi; Nabendu Chaki,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260860/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2023-MAIN-0020,MSU-RE-2023-MAIN,20,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10260934/,A Data-Driven Approach for Finding Requirements Relevant Feedback from TikTok and YouTube,Manish Sihag; Ze Shi Li; Amanda Dash; Nowshin Nawar Arony; Kezia Devathasan; Neil Ernst; Alexandra Branzan Albu; Daniela Damian,,2023 IEEE 31st International Requirements Engineering Conference (RE),2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260934/,2026-08-14T13:10:09.656675Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
