ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,SourceRecordLocator,TitleRaw,AuthorsRaw,DOIRaw,VenueRaw,YearRaw,VolumeTrackIssueRaw,PublisherRecordURLRaw,RetrievedAt,ExtractionMethod,Notes
MS-RE-2025-MAIN-0022,MSU-RE-2025-MAIN,22,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a130/2aFK5cTDhMA,Students’ Perceptions of the Use of LLMs in Requirements Engineering Education: A Cross-University Empirical Study,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a130/2aFK5cTDhMA,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0023,MSU-RE-2025-MAIN,23,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a142/2aFK1ojfY8E,LLM-assisted Extraction of Regulatory Requirements: A Case Study on the GDPR,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a142/2aFK1ojfY8E,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0024,MSU-RE-2025-MAIN,24,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a155/2aFK31afwvS,Where Do Users Draw the Line? Ethical Concerns about Software,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a155/2aFK31afwvS,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0025,MSU-RE-2025-MAIN,25,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a167/2aFJZJYzYKA,"How to Elicit Explainability Requirements? A Comparison of Interviews, Focus Groups, and Surveys",,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a167/2aFJZJYzYKA,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0026,MSU-RE-2025-MAIN,26,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a179/2aFJZrEjH4k,Adopting Use Case Descriptions for Requirements Specification: an Industrial Case Study,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a179/2aFJZrEjH4k,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0027,MSU-RE-2025-MAIN,27,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a192/2aFK2Ve5MOc,What does a Public Discourse state about Requirements Process Debt Causes?,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a192/2aFK2Ve5MOc,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0028,MSU-RE-2025-MAIN,28,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a205/2aFK5OC0Nk4,Legal Requirements Translation from Law,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a205/2aFK5OC0Nk4,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0029,MSU-RE-2025-MAIN,29,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a218/2aFK3UIeDGE,"Augmenting, Not Replacing: The Role of LLMs in Human-Centric Formal RE",,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a218/2aFK3UIeDGE,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0030,MSU-RE-2025-MAIN,30,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a231/2aFK2OIsbQs,LLM-based Satisfiability Checking of String Requirements by Consistent Data and Checker Generation,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a231/2aFK2OIsbQs,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0031,MSU-RE-2025-MAIN,31,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a244/2aFK1WoxzwY,"The Good, the Bad, and the Uncanny: Investigating Diversity Aspects of LLM-Generated Personas for Requirements Engineering",,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a244/2aFK1WoxzwY,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0032,MSU-RE-2025-MAIN,32,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a257/2aFK36ZSue4,From Requirements to Code: Understanding Developer Practices in LLM-Assisted Software Engineering,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a257/2aFK36ZSue4,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0033,MSU-RE-2025-MAIN,33,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a267/2aFK3u4dcFa,LSRM: A Hybrid LLM-SBERT Approach for Mapping User Requirements to Product Functionalities in Complex Products,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a267/2aFK3u4dcFa,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0034,MSU-RE-2025-MAIN,34,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a280/2aFJZE7fqg0,Model Cards Revisited: Bridging the Gap Between Theory and Practice for Ethical AI Requirements,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a280/2aFJZE7fqg0,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0035,MSU-RE-2025-MAIN,35,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a292/2aFK2eRT1ni,Requirements for Inclusive AI-Driven Recruitment: Lessons Learned from an Industry Workshop,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a292/2aFK2eRT1ni,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0036,MSU-RE-2025-MAIN,36,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a303/2aFK3zdPx7O,From Domain Documents to Requirements: Retrieval-Augmented Generation in the Space Industry,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a303/2aFK3zdPx7O,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0037,MSU-RE-2025-MAIN,37,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a308/2aFK01WZ9pS,Navigating through Work Items in Issue Tracking Systems via Natural Language Queries,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a308/2aFK01WZ9pS,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0038,MSU-RE-2025-MAIN,38,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a320/2aFK0GlZcje,GDPR Compliance in Privacy Policies of Mobile Apps: An Overview of the State-of-Practice,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a320/2aFK0GlZcje,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0039,MSU-RE-2025-MAIN,39,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a332/2aFK0ZjZkcw,Taxonomy-Guided Reasoning for Requirements Classification: A Study in Aerospace Industry,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a332/2aFK0ZjZkcw,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0040,MSU-RE-2025-MAIN,40,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a344/2aFK2IxOUvu,ContCRIA: NLP and MDE-based Contextual Change Request Impact Analysis,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a344/2aFK2IxOUvu,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0041,MSU-RE-2025-MAIN,41,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a355/2aFK4UHBmSc,RFPAnaFit: Automated Request For Proposal Fitment Analysis and Response Generation,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a355/2aFK4UHBmSc,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0042,MSU-RE-2025-MAIN,42,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a361/2aFK5DiknMA,Leveraging Large Language Models for Reusable Requirements Management in Aerospace Software,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a361/2aFK5DiknMA,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0043,MSU-RE-2025-MAIN,43,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a366/2aFK2qXg2LC,LLM-Assisted Requirements Engineering in Agile MDD: Industry Insights and Validation,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a366/2aFK2qXg2LC,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0044,MSU-RE-2025-MAIN,44,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a378/2aFK3K9o2BO,Experiences with requirements in an accredited laboratory for software and data quality evaluation,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a378/2aFK3K9o2BO,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0045,MSU-RE-2025-MAIN,45,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a389/2aFK28GY8Ug,Exploring the Use of LLMs for Requirements Specification in an IT Consulting Company,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a389/2aFK28GY8Ug,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0046,MSU-RE-2025-MAIN,46,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a400/2aFK3cudxbq,Requirements Dependency Driven Test Case Generation: An Automotive Industry Practice,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a400/2aFK3cudxbq,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0047,MSU-RE-2025-MAIN,47,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a405/2aFJYj0KHaU,Automatic Multi-level Feature Tree Construction for Domain-Specific Reusable Artifacts Management,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a405/2aFJYj0KHaU,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0048,MSU-RE-2025-MAIN,48,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a414/2aFK462cEmc,Towards Extracting Software Requirements from App Reviews using Seq2seq Framework,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a414/2aFK462cEmc,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0049,MSU-RE-2025-MAIN,49,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a423/2aFJZ9QpGdq,Supporting Software Formal Verification with Large Language Models: An Experimental Study,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a423/2aFJZ9QpGdq,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0050,MSU-RE-2025-MAIN,50,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a432/2aFK0MRUop2,Generating Privacy Stories From Software Documentation,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a432/2aFK0MRUop2,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0051,MSU-RE-2025-MAIN,51,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a441/2aFJZ3C5CbC,Sharing a Yield: RE for Regenerative Agriculture Research Vision,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a441/2aFJZ3C5CbC,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0052,MSU-RE-2025-MAIN,52,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a449/2aFK1udI73W,ReqInOne: A Large Language Model-Based Agent for Software Requirements Specification Generation,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a449/2aFK1udI73W,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0053,MSU-RE-2025-MAIN,53,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a458/2aFK1KGJfW0,Leveraging LLMs for Requirements Engineering Education: How to Approach?,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a458/2aFK1KGJfW0,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0054,MSU-RE-2025-MAIN,54,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a467/2aFJYXDWGzu,Towards the Automatic Restructuring of Software Requirements Specifications to Conform to Standards Using Large Language Models,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a467/2aFJYXDWGzu,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0055,MSU-RE-2025-MAIN,55,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a476/2aFK0uvEUOk,Satisfying Complex Data Security Requirements in Digital Business Ecosystems,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a476/2aFK0uvEUOk,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0056,MSU-RE-2025-MAIN,56,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a485/2aFK0cmsZcA,Envisioning a Requirements Elicitation Method for Neurodivergent-Inclusive Software,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a485/2aFK0cmsZcA,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2025-MAIN-0057,MSU-RE-2025-MAIN,57,SRC-RE-2025-MAIN-IEEE-TOC-HUMAN-20260814,https://www.computer.org/csdl/proceedings-article/re/2025/241300a494/2aFK1Qnh3u8,How Good is Good Enough? Non-Inferiority Trials for Requirements Trade-Offs in Self-Adaptive Systems,,,2025 IEEE 33rd International Requirements Engineering Conference (RE),2025,,https://www.computer.org/csdl/proceedings-article/re/2025/241300a494/2aFK1Qnh3u8,2026-08-14T18:09:41.644511Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
