SourceID,ManualSearchUnitID,SourceRole,URL,RetrievedAt,LocalSnapshot,SHA256,ContentType,Notes
SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,MSU-MODELSWARD-2024,PRIMARY_TOC,https://www.scitepress.org/ProceedingsDetails.aspx?ID=49QTv6m4pGQ=&t=1,2026-08-14T21:40:40Z,controlled://MSU-MODELSWARD-2024/publisher_primary_toc.html,b7000e362c80a01d42fcda3331f19df8b76c86d62f37fcaeb0f862dd6859fec5,text/html,Human-authenticated acquisition via institutional access. Source bytes retained in controlled project storage. Not redistributed publicly. Offline completeness validation observed 40 of 40 records.
SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,MSU-MODELSWARD-2024,METADATA_SOURCE,,2026-08-14T21:58:51Z,controlled://MSU-MODELSWARD-2024/publisher_export.bib,d1586caff97be04d52cd5a6e16e05b2ea3ce8c84959f2dd1d810bb813a01776f,application/x-bibtex,Human-authenticated publisher aggregate export. Source bytes retained in controlled project storage. Not redistributed publicly. Parsed with BibTeX::Parser 1.05.
