id,logical_id,TY,TI,AU,T2,C1,C3,DA,PY,SP,EP,DO,SN,PB,UR,DB,KW,OG,VL,IS,N1,A2,AB,AD,J2,LA,M3,C7,C2,ST,filter_1,filter_1_date,filter_1_observations,oa_status,oa_color,oa_host_type,oa_pdf_url,oa_landing_url,oa_checked_date,pdf_status,pdf_file,pdf_source_host_type,pdf_source_url,pdf_local_source,pdf_status_orientacao,excluded,exclusion_criteria,duplicate_group,duplicate_role
021,021_ACM,JOUR,"Advances, Evaluation, and Explainability of Large Language Models in Healthcare: A Systematic Review","Amin, Syed Umar; Guizani, Mohsen; Hossain, M. Shamim",ACM Trans. Multimedia Comput. Commun. Appl.,,,2026///,2026,Article 60,,10.1145/3786334,1551-6857,Association for Computing Machinery,https://doi.org/10.1145/3786334,ACM Digital Library,Large language model; healthcare; natural language processing; ChatGPT; generative AI; multi-modal large language model,acm/acm_A2.enw,22,2,,,,,,,,,,,excluido,2026-08-15,"METODO DA VARREDURA DE ESTUDOS SECUNDARIOS (2026-08-15): rastreio de padroes no titulo, depois no resumo e, quando havia PDF, no texto das duas primeiras paginas. Cuidado central: distinguir survey de LITERATURA (estudo secundario) de survey por QUESTIONARIO com pessoas (estudo primario), pois os autores usam a mesma palavra para as duas coisas. EVIDENCIA: o proprio titulo declara ""A Systematic Review"". DISCUSSAO: o estudo nao produz evidencia primaria propria sobre geracao de UML por LLM; sua contribuicao e a sintese de outros estudos. Sera util como fonte de referencias cruzadas para verificar a cobertura da busca, mas nao entra na extracao. DECISAO: EXCLUIDO por E2 (estudo secundario ou terciario).",CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/021_ACM.pdf,publisher,,Downloads/3786334.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",true,E2,,
022,022_ACM,JOUR,"Large Language Models for Quantum Software Engineering: Opportunities and Challenges in Modeling, Generation, Testing, and Repair","Ye, Jiaming; Hu, Qiang; Zhang, Fuyuan; Xia, Shangzhou; Guo, Xiaoyu; Wu, Xiongfei; Lyu, Yongqiang; Zhao, Jianjun",ACM Trans. Softw. Eng. Methodol.,,,2026///,2026,,,10.1145/3828167,1049-331X,Association for Computing Machinery,https://doi.org/10.1145/3828167,ACM Digital Library,,acm/acm_A2.enw,,,Just Accepted,,,,,,,,,,,,,OPEN,green,repository,https://orbilu.uni.lu/bitstream/10993/68803/1/3828167.pdf,https://orbilu.uni.lu/handle/10993/68803,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/022_ACM.pdf,repository,https://orbilu.uni.lu/bitstream/10993/68803/1/3828167.pdf,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
023,023_ACM,JOUR,Large Language Models for EDA: Future or Mirage?,"He, Zhuolun; Pu, Yuan; Wu, Haoyuan; Qiu, Tairu; Yu, Bei",ACM Trans. Des. Autom. Electron. Syst.,,,2025///,2025,Article 90,,10.1145/3736167,1084-4309,Association for Computing Machinery,https://doi.org/10.1145/3736167,ACM Digital Library,Large Language Model,acm/acm_A2.enw,30,6,,,,,,,,,,,,,,OPEN,hybrid,publisher,https://dl.acm.org/doi/pdf/10.1145/3736167,https://doi.org/10.1145/3736167,2026-08-15,OK_PUBLISHER,pdfs/023_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3736167,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
024,024_ACM,CONF,Evaluating Contextually Personalized Programming Exercises Created with Generative AI,"Logacheva, Evanfiya; Hellas, Arto; Prather, James; Sarsa, Sami; Leinonen, Juho",Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,"Melbourne, VIC, Australia",Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,2024///,2024,95,113,10.1145/3632620.3671103,9798400704758,Association for Computing Machinery,https://doi.org/10.1145/3632620.3671103,ACM Digital Library,automatic exercise generation; context personalization; generative AI; large language models,acm/acm_A2.enw,1,,,,,,,,,,,,,,,OPEN,gold,,https://jyx.jyu.fi/bitstreams/044d135c-005b-460a-8473-fcee397e69b0/download,https://doi.org/10.1145/3632620.3671103,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/024_ACM.pdf,repository,https://jyx.jyu.fi/bitstreams/044d135c-005b-460a-8473-fcee397e69b0/download,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
025,025_ACM,CONF,Spec2Control: Automating PLC/DCS Control-Logic Engineering from Natural Language Requirements with LLMs - A Multi-Plant Evaluation,"Koziolek, Heiko; Braun, Thilo; Ashiwal, Virendra; Linsbauer, Sofia; Hansen, Marthe Ahlgreen; Grotterud, Karoline",Proceedings of the IEEE/ACM 48th International Conference on Software Engineering: Software Engineering in Practice,,Proceedings of the IEEE/ACM 48th International Conference on Software Engineering: Software Engineering in Practice,2026///,2026,566,577,10.1145/3786583.3786897,9798400724268,Association for Computing Machinery,https://doi.org/10.1145/3786583.3786897,ACM Digital Library,LLM; Automation Engineering; Control Logic Generation; IEC 61131-3; FBD; ST,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://arxiv.org/pdf/2510.04519,https://doi.org/10.1145/3786583.3786897,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/025_ACM.pdf,repository,https://arxiv.org/pdf/2510.04519,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
026,026_ACM,CONF,Using Generative AI in Software Design Education,"Jackson, Victoria; Liu, Susannah; Hoek, Andre van der",Proceedings of the 3rd International Workshop on Designing Software,,Proceedings of the 3rd International Workshop on Designing Software,2026///,2026,36,43,10.1145/3786152.3788589,9798400723858,Association for Computing Machinery,https://doi.org/10.1145/3786152.3788589,ACM Digital Library,Software Design; Generative AI; Software Engineering Education,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://eprints.soton.ac.uk/511110/1/Designing_2026_Using_GenAI_in_Design_Education_1_.pdf,https://doi.org/10.1145/3786152.3788589,2026-08-15,OK_ACERVO_LOCAL,pdfs/026_ACM.pdf,acervo_local (doi),https://eprints.soton.ac.uk/511110/1/Designing_2026_Using_GenAI_in_Design_Education_1_.pdf,Designing_2026_Using_GenAI_in_Design_Education_1_.pdf,"PRONTO COM RESSALVA. PDF encontrado na sua pasta Downloads (coletas manuais anteriores), casado por DOI ou por titulo. ACAO: confira a coluna pdf_local_source e o pdf_source_host_type. Se o casamento foi por 'title' ou se o nome do arquivo sugere preprint/camera-ready, abra e confirme que e o artigo certo e a versao final.",,,,
027,027_ACM,JOUR,On the Utility of Domain Modeling Assistance with Large Language Models,"Chaaben, Meriem Ben; Burgueño, Lola; David, Istvan; Sahraoui, Houari",ACM Trans. Softw. Eng. Methodol.,,,2026///,2026,Article 112,,10.1145/3744920,1049-331X,Association for Computing Machinery,https://doi.org/10.1145/3744920,ACM Digital Library,domain modeling; generative AI; language models; model-driven engineering; prompt learning; user study,acm/acm_A2.enw,35,4,,,,,,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_ACERVO_LOCAL,pdfs/027_ACM.pdf,acervo_local (doi),,3744920.pdf,"PRONTO COM RESSALVA. PDF encontrado na sua pasta Downloads (coletas manuais anteriores), casado por DOI ou por titulo. ACAO: confira a coluna pdf_local_source e o pdf_source_host_type. Se o casamento foi por 'title' ou se o nome do arquivo sugere preprint/camera-ready, abra e confirme que e o artigo certo e a versao final.",,,,
028,028_ACM,CONF,Transforming Natural Language into Knowledge Graph Queries with LinkQ: An Agentic Visual Interface,"Li, Harry; Appleby, Gabriel; Alperin, Kenneth; Gomez, Steven; Suh, Ashley",Proceedings of the 2026 International Conference on Advanced Visual Interfaces,,Proceedings of the 2026 International Conference on Advanced Visual Interfaces,2026///,2026,Article 29,,10.1145/3811427.3811441,9798400723421,Association for Computing Machinery,https://doi.org/10.1145/3811427.3811441,ACM Digital Library,Natural language interfaces; knowledge graphs; visual analysis; large language models; agentic AI; explainable AI.,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"ANALISE DE DUPLICACAO — grupo DUP-A-006, nivel A (DOI identico e titulo normalizado identico). Membros: 028_ACM(ACM Digital Library), 855_SCOPUS(Scopus). Criterio de escolha do primario: melhor status de obtencao do PDF, depois resumo mais completo, depois presenca de DOI, depois menor logical_id. Registro primario: 855_SCOPUS. Conforme o protocolo, a deduplicacao e nao destrutiva: os registros duplicados sao preservados e vinculados, nunca apagados, para sustentar a contagem PRISMA e a rastreabilidade da busca. DECISAO: EXCLUIDO por E3 — duplicata de 855_SCOPUS. A evidencia deste registro nao se perde: ela e extraida do registro primario do mesmo grupo.",OPEN,gold,,,https://doi.org/10.1145/3811427.3811441,2026-08-15,OK_PUBLISHER,pdfs/028_ACM.pdf,publisher,,Downloads/3811427.3811441.pdf,"ACESSO ABERTO, FALTA BAIXAR. O Unpaywall confirma que o artigo e aberto, mas so forneceu a pagina do artigo, nao o link direto do PDF (ex.: SciTePress, que exige CAPTCHA). ACAO: abra a URL da coluna oa_landing_url no navegador e baixe manualmente. Este e o grupo com maior ganho rapido: sao legalmente abertos, so exigem um clique.",true,E3,DUP-A-006,duplicata
029,029_ACM,JOUR,WebTestPilot: Agentic End-to-End Web Testing against Natural Language Specification by Inferring Oracles with Symbolized GUI Elements,"Teoh, Xiwen; Lin, Yun; Nguyen, Duc-Minh; Ren, Ruofei; Zhang, Wenjie; Dong, Jin Song",Proc. ACM Softw. Eng.,,,2026///,2026,Article FSE087,,10.1145/3797115,,Association for Computing Machinery,https://doi.org/10.1145/3797115,ACM Digital Library,LLM agents; end-to-end testing; natural language specifications,acm/acm_A2.enw,3,FSE,,,,,,,,,,,,,,OPEN,hybrid,publisher,,https://doi.org/10.1145/3797115,2026-08-15,OK_PUBLISHER,pdfs/029_ACM.pdf,publisher,,Downloads/3797115.pdf,"ACESSO ABERTO, FALTA BAIXAR. O Unpaywall confirma que o artigo e aberto, mas so forneceu a pagina do artigo, nao o link direto do PDF (ex.: SciTePress, que exige CAPTCHA). ACAO: abra a URL da coluna oa_landing_url no navegador e baixe manualmente. Este e o grupo com maior ganho rapido: sao legalmente abertos, so exigem um clique.",,,,
030,030_ACM,CONF,Leveraging Design-Aware Context in Large Language Models for Code Comment Generation,"Mitra, Aritra; Majumdar, Srijoni; Mukhopadhyay, Anamitra; Das, Partha Pratim; Clough, Paul D; Chakrabarti, Partha Pratim",Proceedings of the IEEE/ACM 48th International Conference on Software Engineering,,Proceedings of the IEEE/ACM 48th International Conference on Software Engineering,2026///,2026,131,135,10.1145/3786582.3786825,9798400724251,Association for Computing Machinery,https://doi.org/10.1145/3786582.3786825,ACM Digital Library,,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://arxiv.org/pdf/2510.22338,https://doi.org/10.1145/3786582.3786825,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/030_ACM.pdf,repository,https://arxiv.org/pdf/2510.22338,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
031,031_ACM,JOUR,Large Language Model-Based Agents for Software Engineering: A Survey,"Liu, Junwei; Wang, Kaixin; Chen, Yixuan; Peng, Xin; Chen, Zhenpeng; Zhang, Lingming; Lou, Yiling",ACM Trans. Softw. Eng. Methodol.,,,2026///,2026,,,10.1145/3796507,1049-331X,Association for Computing Machinery,https://doi.org/10.1145/3796507,ACM Digital Library,Large Language Model; AI Agent; Software Engineering,acm/acm_A2.enw,,,Just Accepted,,,,,,,,,,excluido,2026-08-15,"METODO DA VARREDURA DE ESTUDOS SECUNDARIOS (2026-08-15): rastreio de padroes no titulo, depois no resumo e, quando havia PDF, no texto das duas primeiras paginas. Cuidado central: distinguir survey de LITERATURA (estudo secundario) de survey por QUESTIONARIO com pessoas (estudo primario), pois os autores usam a mesma palavra para as duas coisas. EVIDENCIA: o texto declara survey sistematico e abrangente, com coleta e categorizacao de 124 artigos. DISCUSSAO: o estudo nao produz evidencia primaria propria sobre geracao de UML por LLM; sua contribuicao e a sintese de outros estudos. Sera util como fonte de referencias cruzadas para verificar a cobertura da busca, mas nao entra na extracao. DECISAO: EXCLUIDO por E2 (estudo secundario ou terciario).",CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/031_ACM.pdf,publisher,,Downloads/3796507.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",true,E2,,
032,032_ACM,CONF,Software Modeling Assistance with Large Language Models,"Chaaben, Meriem Ben",Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,"Linz, Austria",Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,2024///,2024,188,191,10.1145/3652620.3676877,9798400706226,Association for Computing Machinery,https://doi.org/10.1145/3652620.3676877,ACM Digital Library,modeling formalisms; generative AI; large language models; model-driven engineering; prompt learning; user study,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"ANALISE DE DUPLICACAO — grupo DUP-A-007, nivel A (DOI identico e titulo normalizado identico). Membros: 032_ACM(ACM Digital Library), 842_SCOPUS(Scopus). Criterio de escolha do primario: melhor status de obtencao do PDF, depois resumo mais completo, depois presenca de DOI, depois menor logical_id. Registro primario: 842_SCOPUS. Conforme o protocolo, a deduplicacao e nao destrutiva: os registros duplicados sao preservados e vinculados, nunca apagados, para sustentar a contagem PRISMA e a rastreabilidade da busca. DECISAO: EXCLUIDO por E3 — duplicata de 842_SCOPUS. A evidencia deste registro nao se perde: ela e extraida do registro primario do mesmo grupo.",CLOSED,closed,,,,2026-08-15,OK_ACERVO_LOCAL,pdfs/032_ACM.pdf,acervo_local (titulo),,3652620.3676877.pdf,"SEM VERSAO ABERTA. Nenhuma copia aberta legal indexada pelo Unpaywall. ACAO: tente pelo acesso institucional CAPES/UPE (proxy ez371 no site da editora). Se nao houver assinatura, as saidas sao pedir o PDF ao autor por e-mail ou usar o COMUT. Atencao: 'fechado' nao significa inexistente - 20 artigos deste grupo ja foram achados no seu acervo local.",true,E3,DUP-A-007,duplicata
033,033_ACM,CONF,Making Large Language Models Perform Better in Knowledge Graph Completion,"Zhang, Yichi; Chen, Zhuo; Guo, Lingbing; Xu, Yajing; Zhang, Wen; Chen, Huajun",Proceedings of the 32nd ACM International Conference on Multimedia,"Melbourne VIC, Australia",Proceedings of the 32nd ACM International Conference on Multimedia,2024///,2024,233,242,10.1145/3664647.3681327,9798400706868,Association for Computing Machinery,https://doi.org/10.1145/3664647.3681327,ACM Digital Library,cross-modal adapter; graph-text fusion; knowledge graph completion; knowledge graphs; large language models,acm/acm_A2.enw,,,,,,,,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/033_ACM.pdf,publisher,,Downloads/3664647.3681327.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",,,,
034,034_ACM,CONF,Themes in the Declared Use of Generative Artificial Intelligence in Assessment,"Maguire, Joseph; English, Rosanne; Cao, Qi; Seow, Chee Kiat",Proceedings of the 9th Conference on Computing Education Practice,,Proceedings of the 9th Conference on Computing Education Practice,2025///,2025,17,20,10.1145/3702212.3702217,9798400711725,Association for Computing Machinery,https://doi.org/10.1145/3702212.3702217,ACM Digital Library,cyber security; research-led teaching; artificial intelligence,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://eprints.gla.ac.uk/344038/1/344038.pdf,https://doi.org/10.1145/3702212.3702217,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/034_ACM.pdf,repository,https://eprints.gla.ac.uk/344038/1/344038.pdf,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
035,035_ACM,CHAP,LLM-Assisted Repository-Level Generation with Structured Spec-Driven Engineering,"Feng, Shuzhao; Chen, Boqi; Meyer, Brett H; Mussbacher, Gunter",Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,,Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,2026///,2026,1257,1261,10.1145/3803437.3805567,9798400726361,Association for Computing Machinery,https://doi.org/10.1145/3803437.3805567,ACM Digital Library,,acm/acm_A2.enw,,,,,,,,,,,,,,2026-08-15,"ANALISE DE TIPO DE ITEM (2026-08-15): CHAP na exportacao, mas o veiculo e anais da FSE 2026. Ruido de exportacao. DECISAO: MANTIDO.",OPEN,gold,,https://arxiv.org/pdf/2605.02455,https://doi.org/10.1145/3803437.3805567,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/035_ACM.pdf,repository,https://arxiv.org/pdf/2605.02455,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
036,036_ACM,CONF,Proceedings of the 2026 2nd International Conference on Generative Artificial Intelligence and Digital Media,,,,,2026///,2026,,,,9798400722080,Association for Computing Machinery,,ACM Digital Library,,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"ANALISE DE TIPO DE ITEM — o registro descreve o VOLUME DE ANAIS como um todo (""Proceedings of the 2026 2nd International Conference on Generative Art""), e nao um relato individual. Sinais: o campo de titulo repete o nome do evento, nao ha autoria de artigo, nao ha resumo e nao ha intervalo de paginas de um trabalho. Sao registros de container gerados pela exportacao das bases. DECISAO: EXCLUIDO por E1 — o item nao e um relato cientifico completo. Os artigos individuais contidos nesses anais, quando recuperados pela busca, permanecem no corpus como registros proprios, entao a exclusao do volume nao remove evidencia.",NO_DOI,,,,,2026-08-15,SEM_DOI,,,,,"NAO VERIFICAVEL. O registro exportado nao trouxe DOI, entao nao foi possivel checar acesso aberto. ACAO: triar primeiro. Boa parte destes nao e artigo, e sim o registro do proceedings inteiro (tipo 'Conference Review') e deve ser EXCLUIDO no filter_1. Para os que forem artigos de verdade, localize o DOI manualmente e reprocesse.",true,E1,,
037,037_ACM,CONF,The Rest of the Robots: Generative AI in Post-introductory Computing Education,"Bouvier, Dennis J.; Cipriano, Bruno Pereira; Glassey, Richard; Petrovska, Olga; Anderson, Emma; Birillo, Anastasiia; Dougherty, Ryan; Pettit, Raymond; Pombo, Nuno; Rahimi, Ebrahim; Ramakrishnan, Charanya; Steinmaurer, Alexander; Taneja, Shubbhi; Usman, Muhammad; Vadaparty, Annapurna",Proceedings of the 2025 Working Group Reports on Innovation and Technology in Computer Science Education,Netherlands,Proceedings of the 2025 Working Group Reports on Innovation and Technology in Computer Science Education,2026///,2026,61,107,10.1145/3760545.3783970,9798400721670,Association for Computing Machinery,https://doi.org/10.1145/3760545.3783970,ACM Digital Library,generative ai; computing education; learning goals and outcomes,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3760545.3783970,2026-08-15,OK_PUBLISHER,pdfs/037_ACM.pdf,publisher,,Downloads/3760545.3783970.pdf,"ACESSO ABERTO, FALTA BAIXAR. O Unpaywall confirma que o artigo e aberto, mas so forneceu a pagina do artigo, nao o link direto do PDF (ex.: SciTePress, que exige CAPTCHA). ACAO: abra a URL da coluna oa_landing_url no navegador e baixe manualmente. Este e o grupo com maior ganho rapido: sao legalmente abertos, so exigem um clique.",,,,
