id,logical_id,TY,TI,AU,T2,C1,C3,DA,PY,SP,EP,DO,SN,PB,UR,DB,KW,OG,VL,IS,N1,A2,AB,AD,J2,LA,M3,C7,C2,ST,filter_1,filter_1_date,filter_1_observations,oa_status,oa_color,oa_host_type,oa_pdf_url,oa_landing_url,oa_checked_date,pdf_status,pdf_file,pdf_source_host_type,pdf_source_url,pdf_local_source,pdf_status_orientacao,excluded,exclusion_criteria,duplicate_group,duplicate_role
233,233_ACM,CONF,DF-RAG: A Dual Federated Retrieval-Augmented Generation Framework for Collaborative Medical AI,"Garcia, Julian; Gong, Jiaqi; Zajac, Michal; Hahn, Andrew","Proceedings of the ACM/IEEE International Conference on Connected Health: Applications, Systems and Engineering Technologies","Yeshiva University Museum, New York, NY, USA","Proceedings of the ACM/IEEE International Conference on Connected Health: Applications, Systems and Engineering Technologies",2025///,2025,418,423,10.1145/3721201.3725426,9798400715396,Association for Computing Machinery,https://doi.org/10.1145/3721201.3725426,ACM Digital Library,,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3721201.3725426,https://doi.org/10.1145/3721201.3725426,2026-08-15,OK_PUBLISHER,pdfs/233_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3721201.3725426,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
234,234_ACM,CONF,Proceedings of the 7th ACM/IEEE International Workshop on Software-intensive Business,,,"Lisbon, Portugal",,2024///,2024,,,,9798400705717,Association for Computing Machinery,,ACM Digital Library,,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"ANALISE DE TIPO DE ITEM — o registro descreve o VOLUME DE ANAIS como um todo (""Proceedings of the 7th ACM/IEEE International Workshop on Software-int""), e nao um relato individual. Sinais: o campo de titulo repete o nome do evento, nao ha autoria de artigo, nao ha resumo e nao ha intervalo de paginas de um trabalho. Sao registros de container gerados pela exportacao das bases. DECISAO: EXCLUIDO por E1 — o item nao e um relato cientifico completo. Os artigos individuais contidos nesses anais, quando recuperados pela busca, permanecem no corpus como registros proprios, entao a exclusao do volume nao remove evidencia.",NO_DOI,,,,,2026-08-15,SEM_DOI,,,,,"NAO VERIFICAVEL. O registro exportado nao trouxe DOI, entao nao foi possivel checar acesso aberto. ACAO: triar primeiro. Boa parte destes nao e artigo, e sim o registro do proceedings inteiro (tipo 'Conference Review') e deve ser EXCLUIDO no filter_1. Para os que forem artigos de verdade, localize o DOI manualmente e reprocesse.",true,E1,,
235,235_ACM,CONF,Towards Using Few-Shot Prompt Learning for Automating Model Completion,"Chaaben, Meriem Ben; Burgueño, Lola; Sahraoui, Houari",Proceedings of the 45th International Conference on Software Engineering: New Ideas and Emerging Results,"Melbourne, Australia",Proceedings of the 45th International Conference on Software Engineering: New Ideas and Emerging Results,2023///,2023,7,12,10.1109/icse-nier58687.2023.00008,9798350300390,IEEE Press,https://doi.org/10.1109/ICSE-NIER58687.2023.00008,ACM Digital Library,model completion; domain modeling; prompt learning; few-shot learning; language models,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"ANALISE DE DUPLICACAO — grupo DUP-A-022, nivel A (DOI identico e titulo normalizado identico). Membros: 235_ACM(ACM Digital Library), 623_IEEE(IEEE Xplore). Criterio de escolha do primario: melhor status de obtencao do PDF, depois resumo mais completo, depois presenca de DOI, depois menor logical_id. Registro primario: 623_IEEE. Conforme o protocolo, a deduplicacao e nao destrutiva: os registros duplicados sao preservados e vinculados, nunca apagados, para sustentar a contagem PRISMA e a rastreabilidade da busca. DECISAO: EXCLUIDO por E3 — duplicata de 623_IEEE. A evidencia deste registro nao se perde: ela e extraida do registro primario do mesmo grupo.",OPEN,green,repository,https://riuma.uma.es/xmlui/bitstream/10630/30332/4/ICSE_NIER_23___Model_autocompletion%20%282%29.pdf,https://hdl.handle.net/10630/30332,2026-08-15,PENDENTE_RETENTAR,,,https://riuma.uma.es/xmlui/bitstream/10630/30332/4/ICSE_NIER_23___Model_autocompletion%20%282%29.pdf,,"ABERTO MAS BLOQUEADO PARA SCRIPT. Existe link aberto, mas o servidor recusou o download automatizado (Cloudflare/403). Nao e paywall. ACAO: baixe pelo navegador usando pdfs/pendentes.html e me avise para eu registrar no CSV.",true,E3,DUP-A-022,duplicata
236,236_ACM,CONF,From Throw-Away to Takeaway: How GenAI and Vibe Coding Accelerate Prototyping Across Technical Skill Levels,"Kobiella, Charlotte; Breidenstein, Daniela; Schmidt, Albrecht",Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,2026///,2026,Article 688,,10.1145/3772318.3790757,9798400722783,Association for Computing Machinery,https://doi.org/10.1145/3772318.3790757,ACM Digital Library,Generative Artificial Intelligence; GenAI; Vibe Coding; Product Development; Prototyping,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3772318.3790757,2026-08-15,OK_PUBLISHER,pdfs/236_ACM.pdf,publisher,,Downloads/3772318.3790757.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
237,237_ACM,CONF,Code Wars: Adversarial Self-Play for Evolving Software Validation Tools,"Astekin, Merve; Sen, Sagar; Göknil, Arda; Sözer, Hasan",Proceedings of the IEEE/ACM 48th International Conference on Software Engineering,,Proceedings of the IEEE/ACM 48th International Conference on Software Engineering,2026///,2026,161,165,10.1145/3786582.3786831,9798400724251,Association for Computing Machinery,https://doi.org/10.1145/3786582.3786831,ACM Digital Library,Adversarial self-play; Large language models; Software validation; Technical debt identification; Multi-agent systems,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3786582.3786831,2026-08-15,OK_PUBLISHER,pdfs/237_ACM.pdf,publisher,,Downloads/3786582.3786831.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
238,238_ACM,JOUR,Novice Developers’ Perspectives on Adopting LLMs for Software Development: A Systematic Literature Review,"Ferino, Samuel; Hoda, Rashina; Grundy, John; Treude, Christoph",ACM Trans. Softw. Eng. Methodol.,,,2026///,2026,,,10.1145/3800580,1049-331X,Association for Computing Machinery,https://doi.org/10.1145/3800580,ACM Digital Library,Software Engineering; Novice; Software Developers; Junior; Systematic Literature Review,acm/acm_A2.enw,,,Just Accepted,,,,,,,,,,excluido,2026-08-15,"METODO DA VARREDURA DE ESTUDOS SECUNDARIOS (2026-08-15): rastreio de padroes no titulo, depois no resumo e, quando havia PDF, no texto das duas primeiras paginas. Cuidado central: distinguir survey de LITERATURA (estudo secundario) de survey por QUESTIONARIO com pessoas (estudo primario), pois os autores usam a mesma palavra para as duas coisas. EVIDENCIA: o titulo declara ""A Systematic Literature Review"" sobre adocao de LLMs por desenvolvedores novatos. DISCUSSAO: o estudo nao produz evidencia primaria propria sobre geracao de UML por LLM; sua contribuicao e a sintese de outros estudos. Sera util como fonte de referencias cruzadas para verificar a cobertura da busca, mas nao entra na extracao. DECISAO: EXCLUIDO por E2 (estudo secundario ou terciario).",CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/238_ACM.pdf,publisher,,Downloads/3800580.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",true,E2,,
239,239_ACM,CONF,BioLinkerAI: Leveraging LLMs to Improve Biomedical Entity Linking and Knowledge Capture,"Sakor, Ahmad; Singh, Kuldeep; Vidal, Maria-Esther",Proceedings of the Eighteenth ACM International Conference on Web Search and Data Mining,"Hannover, Germany",Proceedings of the Eighteenth ACM International Conference on Web Search and Data Mining,2025///,2025,1110,1111,10.1145/3701551.3708812,9798400713293,Association for Computing Machinery,https://doi.org/10.1145/3701551.3708812,ACM Digital Library,ai; biomedical domain; entity linking; knowledge extraction; knowledge graph; llm; neuro-symbolic ai; nlp,acm/acm_A2.enw,,,,,,,,,,,,,,2026-08-15,"ANALISE DE TIPO DE ITEM (2026-08-15): 2 paginas, suspeito de poster. EVIDENCIA CONTRARIA: secao Abstract, estrutura de artigo e cerca de 13 referencias. DECISAO: MANTIDO, short paper.",CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/239_ACM.pdf,publisher,,Downloads/3701551.3708812.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",,,,
240,240_ACM,CONF,SimStep: Human-in-the-Loop Authoring of Interactive Educational Simulations Through Task-Level Abstractions,"Kaputa, Zoe; Rajaram, Anika; Feliciano, Vryan; Lyu, Zhuoyue; Agrawala, Maneesh; Subramonyam, Hariharan",Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,2026///,2026,Article 75,,10.1145/3772318.3791514,9798400722783,Association for Computing Machinery,https://doi.org/10.1145/3772318.3791514,ACM Digital Library,Program Synthesis; Task-level abstractions; Educational Simulation Authoring,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3772318.3791514,2026-08-15,OK_PUBLISHER,pdfs/240_ACM.pdf,publisher,,Downloads/3772318.3791514.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
241,241_ACM,CONF,Assessing AI Detectors in Identifying AI-Generated Code: Implications for Education,"Pan, Wei Hung; Chok, Ming Jie; Wong, Jonathan Leong Shan; Shin, Yung Xin; Poon, Yeong Shian; Yang, Zhou; Chong, Chun Yong; Lo, David; Lim, Mei Kuan",Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,"Lisbon, Portugal",Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,2024///,2024,1,11,10.1145/3639474.3640068,9798400704987,Association for Computing Machinery,https://doi.org/10.1145/3639474.3640068,ACM Digital Library,software engineering education; AI-generated code; AI-generated code detection,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3639474.3640068,https://doi.org/10.1145/3639474.3640068,2026-08-15,OK_PUBLISHER,pdfs/241_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3639474.3640068,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
242,242_ACM,CONF,Deliverables Are Not Understanding in the AI Era: Reforming Full-Stack Development Education with Continuous Interactive Learning,"Jin, Haolin; Wen, Jiawen; Bi, Zhaoge; Huang, Linghan; Chen, Huaming",Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,"Concordia University, Montreal, QC, Canada",Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,2026///,2026,1040,1050,10.1145/3803437.3805794,9798400726361,Association for Computing Machinery,https://doi.org/10.1145/3803437.3805794,ACM Digital Library,software engineering education; generative AI; full-stack development; interactive learning; learning visibility,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3803437.3805794,2026-08-15,OK_PUBLISHER,pdfs/242_ACM.pdf,publisher,,Downloads/3803437.3805794.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
243,243_ACM,CONF,Contrasting Traditional and LLMs-Based Approaches For Holistic Analysis of Disparate Data Types,"Santra, Abhishek; Chakravarthy, Sharma","Proceedings of the 2025 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems",,"Proceedings of the 2025 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems",2025///,2025,Article 26,,10.1145/3759023.3759115,9798400714276,Association for Computing Machinery,https://doi.org/10.1145/3759023.3759115,ACM Digital Library,Information Fusion; Multiple Data Types; Holistic Approach; Modeling &amp; Analysis; Multilayer Networks (MLNs) and LLMs,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3759023.3759115,2026-08-15,OK_PUBLISHER,pdfs/243_ACM.pdf,publisher,,Downloads/3759023.3759115.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
244,244_ACM,CONF,GPT-3 vs Object Oriented Programming Assignments: An Experience Report,"Cipriano, Bruno Pereira; Alves, Pedro",Proceedings of the 2023 Conference on Innovation and Technology in Computer Science Education V. 1,"Turku, Finland",Proceedings of the 2023 Conference on Innovation and Technology in Computer Science Education V. 1,2023///,2023,61,67,10.1145/3587102.3588814,9798400701382,Association for Computing Machinery,https://doi.org/10.1145/3587102.3588814,ACM Digital Library,GPT-3; large language models; object oriented programming; programming assignments; teaching,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3587102.3588814,https://doi.org/10.1145/3587102.3588814,2026-08-15,OK_PUBLISHER,pdfs/244_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3587102.3588814,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
245,245_ACM,CONF,Scaling Academic Decision-Making with NLP: Automating Transfer Credit Evaluations,"Roy, Nimisha; Olufisayo, Omojokun; Tu, Huaijin",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,"Pittsburgh, PA, USA",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,2025///,2025,1603,1604,10.1145/3641555.3705245,9798400705328,Association for Computing Machinery,https://doi.org/10.1145/3641555.3705245,ACM Digital Library,academic decision support.; automated decision-making cosine similarity; chain-of-thought reasoning; course syllabi analysis; large language models (llms); natural language processing (nlp); transfer credit evaluation,acm/acm_A2.enw,,,,,,,,,,,,,excluido,2026-08-15,"METODO DA VARREDURA (2026-08-15): rastreio de padroes no titulo, tipo de documento e numero de paginas em todos os registros validos, seguido de leitura da primeira pagina do PDF quando disponivel. EVIDENCIA: o proprio texto declara ""the key focus of this poster is on transfer credit evaluation""; 2 paginas. DISCUSSAO: pelo metadado o item passaria por short paper regular, ja que traz secao Abstract e 14 referencias; so a leitura do corpo do texto revelou a natureza de poster. DECISAO: EXCLUIDO por E1 (item de poster).",CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/245_ACM.pdf,publisher,,Downloads/3641555.3705245.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",true,E1,,
246,246_ACM,CONF,RARE: Retrieval-Augmented Reasoning Modeling,"Wang, Zhengren; Yu, Jiayang; Ma, Dongsheng; Chen, Zhe; Wang, Yu; Li, Zhiyu; Xiong, Feiyu; Wang, Yanfeng; E, Weinan; Tang, Linpeng; Zhang, Wentao",Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,Republic of Korea,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,2026///,2026,5220,5231,10.1145/3770855.3817899,9798400722592,Association for Computing Machinery,https://doi.org/10.1145/3770855.3817899,ACM Digital Library,reasoning pattern discovery; reasoning modeling; information retrieval; domain llm; bloom's taxonomy,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://arxiv.org/pdf/2503.23513,https://doi.org/10.1145/3770855.3817899,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/246_ACM.pdf,repository,https://arxiv.org/pdf/2503.23513,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
247,247_ACM,CONF,CoLadder: Manipulating Code Generation via Multi-Level Blocks,"Yen, Ryan; Zhu, Jiawen Stefanie; Suh, Sangho; Xia, Haijun; Zhao, Jian",Proceedings of the 37th Annual ACM Symposium on User Interface Software and Technology,"Pittsburgh, PA, USA",Proceedings of the 37th Annual ACM Symposium on User Interface Software and Technology,2024///,2024,Article 11,,10.1145/3654777.3676357,9798400706288,Association for Computing Machinery,https://doi.org/10.1145/3654777.3676357,ACM Digital Library,Code Generation; Dynamic Abstraction; Programming Interface,acm/acm_A2.enw,,,,,,,,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/247_ACM.pdf,publisher,,Downloads/3654777.3676357.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",,,,
248,248_ACM,CONF,Towards Understanding the Impact of Context-Aware AI Tutors and General-Purpose AI Chatbots on Student Learning,"Bassner, Patrick; Lottner, Anna; Krusche, Stephan",Proceedings of the 25th Koli Calling International Conference on Computing Education Research,,Proceedings of the 25th Koli Calling International Conference on Computing Education Research,2025///,2025,Article 38,,10.1145/3769994.3770025,9798400715990,Association for Computing Machinery,https://doi.org/10.1145/3769994.3770025,ACM Digital Library,Generative AI; ChatGPT; Large Language Models; Interactive Learning; Education Technology; Programming Exercises; CS1,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3769994.3770025,2026-08-15,OK_PUBLISHER,pdfs/248_ACM.pdf,publisher,,Downloads/3769994.3770025.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
249,249_ACM,CONF,NeuroSync: Intent-Aware Code-Based Problem Solving via Direct LLM Understanding Modification,"Zhang, Wenshuo; Shen, Leixian; Xu, Shuchang; Wang, Jindu; Zhao, Jian; Qu, Huamin; Yuan, Lin-Ping",Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,,Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,2025///,2025,Article 30,,10.1145/3746059.3747668,9798400720376,Association for Computing Machinery,https://doi.org/10.1145/3746059.3747668,ACM Digital Library,Human-LLM Alignment; Coding; Bidirectional Ambiguity; Graph Representation; Distillation,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3746059.3747668,https://doi.org/10.1145/3746059.3747668,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/249_ACM.pdf,repository,https://arxiv.org/pdf/2508.02823,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
250,250_ACM,CONF,Semantic Encoding in Medical LLMs for Vocabulary Standardisation,"Mainwood, Samuel Thomas; Bhandari, Aashish; Tyagi, Sonika",Proceedings of the 2025 18th Health Informatics Knowledge Management Conference,,Proceedings of the 2025 18th Health Informatics Knowledge Management Conference,2026///,2026,Article 21,,10.1145/3774816.3774838,9798400715815,Association for Computing Machinery,https://doi.org/10.1145/3774816.3774838,ACM Digital Library,Digital Health; Electronic Health Records; Precision Medicine; Multimodal AI,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3774816.3774838,2026-08-15,OK_PUBLISHER,pdfs/250_ACM.pdf,publisher,,Downloads/3774816.3774838.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
251,251_ACM,CONF,Decoding the Configuration of AI Coding Agents: Insights from Claude Code Projects,"Santos, Hélio Victor Flexa dos; Costa, Vitor; Montandon, João Eduardo; Valente, Marco Tulio",Proceedings of the 2026 International Workshop on Agentic Engineering,,Proceedings of the 2026 International Workshop on Agentic Engineering,2026///,2026,63,67,10.1145/3786167.3788412,9798400723995,Association for Computing Machinery,https://doi.org/10.1145/3786167.3788412,ACM Digital Library,AI agents; software engineering; configuration files; Claude Code,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://arxiv.org/pdf/2511.09268,https://doi.org/10.1145/3786167.3788412,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/251_ACM.pdf,repository,https://arxiv.org/pdf/2511.09268,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
252,252_ACM,CONF,Evaluating Explanatory Artefacts of DSAR-Recovered Software Architectures from Industrial Codebases,"Rukmono, Satrio Adi; Ochoa, Lina; Bressers, Thijs; Krüger, Jacob; Chaudron, Michel",Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,"Concordia University, Montreal, QC, Canada",Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,2026///,2026,880,891,10.1145/3803437.3805259,9798400726361,Association for Computing Machinery,https://doi.org/10.1145/3803437.3805259,ACM Digital Library,software architecture recovery; software architecture explanation; large language models,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://pure.tue.nl/ws/files/388221065/dsar-evaluation.pdf,https://doi.org/10.1145/3803437.3805259,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/252_ACM.pdf,repository,https://pure.tue.nl/ws/files/388221065/dsar-evaluation.pdf,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
253,253_ACM,CONF,Evaluation of a Node-based Automatic Short Answer Tool “NodeGrade”,"Fischer, David Vincent; Haug, Jim; Schoppel, Paul; Abke, Jörg; Becker, Matthias; Hagel, Georg",Proceedings of the 6th European Conference on Software Engineering Education,,Proceedings of the 6th European Conference on Software Engineering Education,2025///,2025,20,29,10.1145/3723010.3723021,9798400712821,Association for Computing Machinery,https://doi.org/10.1145/3723010.3723021,ACM Digital Library,ASAG; Automatic Short Answer Grading; Short Answer Scoring; AI in Education; Software Engineering Education; Natural Language Processing; Large Language Models,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3723010.3723021,2026-08-15,OK_PUBLISHER,pdfs/253_ACM.pdf,publisher,,Downloads/3723010.3723021.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
254,254_ACM,CONF,"If You Can't Beat 'Em, Conscript 'Em: Experiences Requiring the Use of AI in a Capstone Course","Levine, David B.",Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.1,USA,Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.1,2026///,2026,631,637,10.1145/3770762.3772641,9798400722561,Association for Computing Machinery,https://doi.org/10.1145/3770762.3772641,ACM Digital Library,llm; required use; capstone course,acm/acm_A2.enw,1,,,,,,,,,,,,,,,OPEN,gold,,,https://doi.org/10.1145/3770762.3772641,2026-08-15,OK_PUBLISHER,pdfs/254_ACM.pdf,publisher,,Downloads/3770762.3772641.pdf,"PDF DA EDITORA. Versao final publicada, pronta para extracao de dados.",,,,
255,255_ACM,CONF,DoME: An Architecture for Domain Model Evolution at Runtime Using NLP,"Gomes, Anderson; Maia, Paulo Henrique M.",Proceedings of the XXXVII Brazilian Symposium on Software Engineering,"Campo Grande, Brazil",Proceedings of the XXXVII Brazilian Symposium on Software Engineering,2023///,2023,186,195,10.1145/3613372.3613405,9798400707872,Association for Computing Machinery,https://doi.org/10.1145/3613372.3613405,ACM Digital Library,Domain Modelling.; Generative Artificial Intelligence; Natural Language Processing; Software Architecture,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3613372.3613405,https://doi.org/10.1145/3613372.3613405,2026-08-15,OK_PUBLISHER,pdfs/255_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3613372.3613405,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
256,256_ACM,CONF,Open Source Knowledge Automated Reviewer (OSKAR),"Silva, Marcus Vinithius Santos e; Lourenço, Thiago Felipe Carvalho; Leite, Geisa Dayana de Azevedo Cavalcante; Feitosa, Vanessa Maria Mota; Correa, Williane da Silva; Almeida, Elivane Colares; Ferreira, Gabriel da Silva; Bezerra, Erick Costa",Proceedings of the 2026 14th International Conference on Software and Information Engineering,,Proceedings of the 2026 14th International Conference on Software and Information Engineering,2026///,2026,49,55,10.1145/3789595.3789621,9798400722721,Association for Computing Machinery,https://doi.org/10.1145/3789595.3789621,ACM Digital Library,License; Large Language Model; Open Source Software,acm/acm_A2.enw,,,,,,,,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/256_ACM.pdf,publisher,,Downloads/3789595.3789621.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",,,,
257,257_ACM,CONF,Studying the effect of AI Code Generators on Supporting Novice Learners in Introductory Programming,"Kazemitabaar, Majeed; Chow, Justin; Ma, Carl Ka To; Ericson, Barbara J.; Weintrop, David; Grossman, Tovi",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,"Hamburg, Germany",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,2023///,2023,Article 455,,10.1145/3544548.3580919,9781450394215,Association for Computing Machinery,https://doi.org/10.1145/3544548.3580919,ACM Digital Library,AI Coding Assistants; AI-Assisted Pair-Programming; ChatGPT; Copilot; GPT-3; Introductory Programming; K-12 Computer Science Education; Large Language Models; OpenAI Codex,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3544548.3580919,https://doi.org/10.1145/3544548.3580919,2026-08-15,OK_REPOSITORY_SUBSTITUIR,pdfs/257_ACM.pdf,repository,https://arxiv.org/pdf/2302.07427,,"PROVISORIO. PDF veio de arXiv ou repositorio institucional, nao da editora. Pode ser preprint (sem revisao final), ter paginacao/secoes diferentes ou faltar conteudo. ACAO: use para triagem, mas substitua pela versao da editora antes da extracao definitiva de dados.",,,,
258,258_ACM,JOUR,Promptware Engineering: Software Engineering for Prompt-Enabled Systems,"Chen, Zhenpeng; Wang, Chong; Sun, Weisong; Liu, Xuanzhe; Zhang, Jie M.; Liu, Yang",ACM Trans. Softw. Eng. Methodol.,,,2026///,2026,,,10.1145/3796535,1049-331X,Association for Computing Machinery,https://doi.org/10.1145/3796535,ACM Digital Library,Promptware Engineering; Software Engineering; LLM; Prompt,acm/acm_A2.enw,,,Just Accepted,,,,,,,,,,,,,CLOSED,closed,,,,2026-08-15,OK_PUBLISHER,pdfs/258_ACM.pdf,publisher,,Downloads/3796535.pdf,"PDF DA EDITORA via acesso institucional CAPES. Versao final publicada, pronta para extracao de dados.",,,,
259,259_ACM,CONF,CoSMo: A multilingual modular language for Content Selection Modelling,"Arrieta, Kutz; Fillottrani, Pablo R; Keet, C. Maria",Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,"Avila, Spain",Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,2024///,2024,706,713,10.1145/3605098.3635889,9798400702433,Association for Computing Machinery,https://doi.org/10.1145/3605098.3635889,ACM Digital Library,modeling language; query language; wikidata; multilingualism,acm/acm_A2.enw,,,,,,,,,,,,,,,,OPEN,gold,,https://dl.acm.org/doi/pdf/10.1145/3605098.3635889,https://doi.org/10.1145/3605098.3635889,2026-08-15,OK_PUBLISHER,pdfs/259_ACM.pdf,publisher,https://dl.acm.org/doi/pdf/10.1145/3605098.3635889,,"PRONTO. PDF baixado direto do site da editora = versao final publicada, de fonte confiavel. Nenhuma acao necessaria; pode seguir para a leitura e extracao de dados.",,,,
