ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,MetadataSourceID,TitleRaw,TitleNormalized,AuthorsRaw,AuthorsNormalized,DOIRaw,DOINormalized,VenueRaw,VenueNormalized,YearRaw,YearNormalized,VolumeTrackIssue,PublisherRecordURL,MetadataSourceURL,Publisher,PublisherAddress,ISBN,Pages,NumPages,PublicationLocation,Series,AbstractRaw,AbstractAvailability,AbstractSourceURL,AuthorKeywordsRaw,AuthorKeywordsAvailability,FullTextURL,RetrievedAt,NormalizedAt,InventoryConflict,CrossrefSnapshotPath,PDFStatus,PDFSHA256,Notes
MS-MODELSWARD-2024-0025,MSU-MODELSWARD-2024,25,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Model-Driven Methodology for Developing Chatbots Based on Microservice Architecture,Model-Driven Methodology for Developing Chatbots Based on Microservice Architecture,Adel Vahdati; Raman Ramsin,Adel Vahdati; Raman Ramsin,10.5220/0012433700003645,10.5220/0012433700003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=v+DeETU1sis=&t=1,,SciTePress,,978-989-758-682-8,247-254,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0026,MSU-MODELSWARD-2024,26,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Using Personalised Authentication Flows to Address Issues with Traditional Authentication Methods,Using Personalised Authentication Flows to Address Issues with Traditional Authentication Methods,Jack Holden; Deniz Cetinkaya,Jack Holden; Deniz Cetinkaya,10.5220/0012435600003645,10.5220/0012435600003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=tQPNCDne7BU=&t=1,,SciTePress,,978-989-758-682-8,255-263,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0027,MSU-MODELSWARD-2024,27,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,A Tool for Modeling and Tailoring Hybrid Software Processes,A Tool for Modeling and Tailoring Hybrid Software Processes,Andrés Wallberg; Daniel González; Luis Silvestre; María Cecilia Bastarrica,Andrés Wallberg; Daniel González; Luis Silvestre; María Cecilia Bastarrica,10.5220/0012436500003645,10.5220/0012436500003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=UgzBUDeYido=&t=1,,SciTePress,,978-989-758-682-8,264-271,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0028,MSU-MODELSWARD-2024,28,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Automatic Generation of Models from Their Metamodels Using Multilayer Perceptron Network,Automatic Generation of Models from Their Metamodels Using Multilayer Perceptron Network,Karima Berramla; El Abbassia Deba; Abou El Hassene Benyamina,Karima Berramla; El Abbassia Deba; Abou El Hassene Benyamina,10.5220/0012439300003645,10.5220/0012439300003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=DeRovkcHmM4=&t=1,,SciTePress,,978-989-758-682-8,272-279,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0029,MSU-MODELSWARD-2024,29,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,MBSE to Support Engineering of Trustworthy AI-Based Critical Systems,MBSE to Support Engineering of Trustworthy AI-Based Critical Systems,Afef Awadid; Boris Robert; Benoît Langlois,Afef Awadid; Boris Robert; Benoît Langlois,10.5220/0012463600003645,10.5220/0012463600003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=Q5b26hG2oWI=&t=1,,SciTePress,,978-989-758-682-8,280-287,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0030,MSU-MODELSWARD-2024,30,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Towards a Domain Model for Learning and Teaching,Towards a Domain Model for Learning and Teaching,Oleg Shvets; Kristina Murtazin; Martijn Meeter; Gunnar Piho,Oleg Shvets; Kristina Murtazin; Martijn Meeter; Gunnar Piho,10.5220/0012471400003645,10.5220/0012471400003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=W9tL9pksc58=&t=1,,SciTePress,,978-989-758-682-8,288-296,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0031,MSU-MODELSWARD-2024,31,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Collaborative Computing Paradigms: A Software Systems Architecture for Dynamic IoT Environments,Collaborative Computing Paradigms: A Software Systems Architecture for Dynamic IoT Environments,Prashant Joshi; Bharat Deshpande,Prashant Joshi; Bharat Deshpande,10.5220/0012473000003645,10.5220/0012473000003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=HEN739rL1Yk=&t=1,,SciTePress,,978-989-758-682-8,297-306,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0032,MSU-MODELSWARD-2024,32,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,On the Formal Robustness Evaluation for AI-based Industrial Systems,On the Formal Robustness Evaluation for AI-based Industrial Systems,Mohamed Khedher; Afef Awadid; Augustin Lemesle; Zakaria Chihani,Mohamed Khedher; Afef Awadid; Augustin Lemesle; Zakaria Chihani,10.5220/0012618100003645,10.5220/0012618100003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=O23nkr9aB4k=&t=1,,SciTePress,,978-989-758-682-8,311-321,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0033,MSU-MODELSWARD-2024,33,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,AI Systems Trustworthiness Assessment: State of the Art,AI Systems Trustworthiness Assessment: State of the Art,Afef Awadid; Kahina Amokrane-Ferka; Henri Sohier; Juliette Mattioli; Faouzi Adjed; Martin Gonzalez; Souhaiel Khalfaoui,Afef Awadid; Kahina Amokrane-Ferka; Henri Sohier; Juliette Mattioli; Faouzi Adjed; Martin Gonzalez; Souhaiel Khalfaoui,10.5220/0012619600003645,10.5220/0012619600003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=3P8MUCRJ4NA=&t=1,,SciTePress,,978-989-758-682-8,322-333,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0034,MSU-MODELSWARD-2024,34,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Bringing Systems Engineering Models to Large Language Models: An Integration of OPM with an LLM for Design Assistants,Bringing Systems Engineering Models to Large Language Models: An Integration of OPM with an LLM for Design Assistants,Ramón María García Alarcia; Pietro Russo; Alfredo Renga; Alessandro Golkar,Ramón María García Alarcia; Pietro Russo; Alfredo Renga; Alessandro Golkar,10.5220/0012621900003645,10.5220/0012621900003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=egbyJjj+5pk=&t=1,,SciTePress,,978-989-758-682-8,334-345,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0035,MSU-MODELSWARD-2024,35,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,MBSE-Enhanced LSTM Framework for Satellite System Reliability and Failure Prediction,MBSE-Enhanced LSTM Framework for Satellite System Reliability and Failure Prediction,M. Alandihallaj; Mahya Ramezani; Andreas Hein,M. Alandihallaj; Mahya Ramezani; Andreas Hein,10.5220/0012607600003645,10.5220/0012607600003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=EXzT7JCCTOg=&t=1,,SciTePress,,978-989-758-682-8,349-356,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0036,MSU-MODELSWARD-2024,36,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,AI Engineering for Trust by Design,AI Engineering for Trust by Design,André Meyer-Vitali,André Meyer-Vitali,10.5220/0012622400003645,10.5220/0012622400003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=/skO/EwOJr4=&t=1,,SciTePress,,978-989-758-682-8,357-364,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0037,MSU-MODELSWARD-2024,37,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Compliance by Design for Cyber-Physical Energy Systems: The Role of Model-Based Systems Engineering in Complying with the EU AI Act,Compliance by Design for Cyber-Physical Energy Systems: The Role of Model-Based Systems Engineering in Complying with the EU AI Act,Dominik Vereno; Katharina Polanec; Christian Neureiter,Dominik Vereno; Katharina Polanec; Christian Neureiter,10.5220/0012623000003645,10.5220/0012623000003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=1JW0hoPfC5o=&t=1,,SciTePress,,978-989-758-682-8,365-370,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0038,MSU-MODELSWARD-2024,38,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,Facilitating User-Centric Model-Based Systems Engineering Using Generative AI,Facilitating User-Centric Model-Based Systems Engineering Using Generative AI,Elias Bader; Dominik Vereno; Christian Neureiter,Elias Bader; Dominik Vereno; Christian Neureiter,10.5220/0012623200003645,10.5220/0012623200003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=JXPbvZ/bKuU=&t=1,,SciTePress,,978-989-758-682-8,371-377,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0039,MSU-MODELSWARD-2024,39,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,On the Artificial Reasoning with Chess: A CBR vs PBR View,On the Artificial Reasoning with Chess: A CBR vs PBR View,Zahira Ghalem; Karima Berramla; Thouraya Bouabana-Tebibel; Djamel Zegour,Zahira Ghalem; Karima Berramla; Thouraya Bouabana-Tebibel; Djamel Zegour,10.5220/0012624000003645,10.5220/0012624000003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=wC6ZslUfco8=&t=1,,SciTePress,,978-989-758-682-8,378-385,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2024-0040,MSU-MODELSWARD-2024,40,SRC-MODELSWARD-2024-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2024-SCITEPRESS-BIBTEX-HUMAN-20260815,On Some Artificial Intelligence Methods in the V-Model of Model-Based Systems Engineering,On Some Artificial Intelligence Methods in the V-Model of Model-Based Systems Engineering,Stephan Rudolph,Stephan Rudolph,10.5220/0012639700003645,10.5220/0012639700003645,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,Proceedings of the 12th International Conference on Model-Based Software and Systems Engineering - MODELSWARD,2024,2024,978-989-758-682-8,https://www.scitepress.org/PublicationsDetail.aspx?ID=56etbmSXf70=&t=1,,SciTePress,,978-989-758-682-8,386-393,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:40:40Z,2026-08-15T00:57:21Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
